Seed Function,Graph Modification,Avg Activated Nodes,Activated Nodes Std Dev,"Avg Activated Nodes, Color (0)","Activated Nodes Std Dev, Color (0)","Avg Activated Nodes, Color (1)","Activated Nodes Std Dev, Color (1)",Avg Color Activation Count,Color Activation Count Std Dev,Number of Nodes,Number of Edges
MIA,Custom,2000.0,0.0,1398.0,0.0,602.0,0.0,633.154,5.532,2000.0,40080.0
MIA,Custom V2,2000.0,0.0,1398.0,0.0,602.0,0.0,639.529,5.852,2000.0,40080.0
Polarized,Original Graph,108.526,12.731,105.8,11.837,2.726,2.448,2.503,1.976,2000.0,39980.0
Polarized,PrefAtt,2000.0,0.0,1398.0,0.0,602.0,0.0,1206.863,4.84,2000.0,40080.0
Polarized,Jaccard,144.0,16.758,140.304,15.417,3.696,3.211,3.264,2.514,2000.0,40080.0
Polarized,Degree,2000.0,0.0,1398.0,0.0,602.0,0.0,605.753,4.455,2000.0,40080.0
Polarized,TopK,2000.0,0.0,1398.0,0.0,602.0,0.0,1724.256,405.208,2000.0,40080.0
Polarized,KKT,2000.0,0.0,1398.0,0.0,602.0,0.0,1507.054,300.026,2000.0,40080.0
Polarized,Random,164.519,20.023,145.374,18.001,19.145,5.719,16.155,4.99,2000.0,40080.0
Polarized,Custom,178.027,22.907,131.967,15.291,46.06,11.022,46.021,9.847,2000.0,40080.0
Polarized,Custom V2,189.761,24.21,139.559,15.757,50.202,12.08,47.425,11.424,2000.0,40080.0
Polarized Centrality,Original Graph,67.291,8.866,65.859,7.653,,,1.147,1.602,2000.0,39980.0
Polarized Centrality,PrefAtt,2000.0,0.0,1398.0,0.0,602.0,0.0,1203.379,1.494,2000.0,40080.0
Polarized Centrality,Jaccard,2000.0,0.0,1398.0,0.0,602.0,0.0,2067.09,605.785,2000.0,40080.0
Polarized Centrality,Degree,2000.0,0.0,1398.0,0.0,602.0,0.0,1518.346,300.037,2000.0,40080.0
Polarized Centrality,TopK,346.841,51.847,256.359,39.551,90.482,21.222,65.564,18.672,2000.0,40080.0
Polarized Centrality,KKT,2000.0,0.0,1398.0,0.0,602.0,0.0,1205.262,2.69,2000.0,40080.0
Polarized Centrality,Random,108.445,16.096,92.997,13.638,15.448,5.492,12.237,4.513,2000.0,40080.0
Polarized Centrality,Custom,162.87,21.938,94.81,13.01,68.06,12.086,49.338,9.435,2000.0,40080.0
Polarized Centrality,Custom V2,143.313,20.437,91.129,12.041,52.184,11.148,41.003,9.463,2000.0,40080.0
Polarized Centrality Mixed,Original Graph,84.636,11.805,82.003,10.243,,,2.174,2.131,2000.0,39980.0
Polarized Centrality Mixed,PrefAtt,2000.0,0.0,1398.0,0.0,602.0,0.0,1692.226,402.027,2000.0,40080.0
Polarized Centrality Mixed,Jaccard,2000.0,0.0,1398.0,0.0,602.0,0.0,2370.316,711.494,2000.0,40080.0
Polarized Centrality Mixed,Degree,2000.0,0.0,1398.0,0.0,602.0,0.0,1494.236,299.232,2000.0,40080.0
Polarized Centrality Mixed,TopK,2000.0,0.0,1398.0,0.0,602.0,0.0,1503.281,298.142,2000.0,40080.0
Polarized Centrality Mixed,KKT,2000.0,0.0,1398.0,0.0,602.0,0.0,1510.947,299.826,2000.0,40080.0
Polarized Centrality Mixed,Random,152.033,18.698,115.375,13.454,36.658,9.123,22.336,5.76,2000.0,40080.0
Polarized Centrality Mixed,Custom,199.897,25.752,118.528,15.384,81.369,13.843,60.81,12.075,2000.0,40080.0
Polarized Centrality Mixed,Custom V2,163.553,23.487,108.699,15.629,54.854,11.433,45.277,9.955,2000.0,40080.0
Polarized Degree,Original Graph,2000.0,0.0,1398.0,0.0,602.0,0.0,607.613,2.235,2000.0,39980.0
Polarized Degree,PrefAtt,2000.0,0.0,1398.0,0.0,602.0,0.0,612.837,2.81,2000.0,40080.0
Polarized Degree,Jaccard,2000.0,0.0,1398.0,0.0,602.0,0.0,607.425,2.383,2000.0,40080.0
Polarized Degree,Degree,2000.0,0.0,1398.0,0.0,602.0,0.0,609.065,2.556,2000.0,40080.0
Polarized Degree,TopK,2000.0,0.0,1398.0,0.0,602.0,0.0,613.026,2.98,2000.0,40080.0
Polarized Degree,KKT,2000.0,0.0,1398.0,0.0,602.0,0.0,608.932,2.608,2000.0,40080.0
Polarized Degree,Random,2000.0,0.0,1398.0,0.0,602.0,0.0,610.82,2.891,2000.0,40080.0
Polarized Degree,Custom,2000.0,0.0,1398.0,0.0,602.0,0.0,634.627,4.502,2000.0,40080.0
Polarized Degree,Custom V2,2000.0,0.0,1398.0,0.0,602.0,0.0,630.056,4.446,2000.0,40080.0
Random,Original Graph,149.125,17.401,99.317,13.46,49.808,7.638,23.023,5.468,2000.0,39980.0
Random,PrefAtt,164.418,19.199,112.918,15.388,51.5,7.856,26.023,5.717,2000.0,40080.0
Random,Jaccard,205.954,21.305,134.402,16.395,71.552,9.061,47.506,7.445,2000.0,40080.0
Random,Degree,2000.0,0.0,1398.0,0.0,602.0,0.0,1451.557,279.473,2000.0,40080.0
Random,TopK,2000.0,0.0,1398.0,0.0,602.0,0.0,623.635,13.901,2000.0,40080.0
Random,KKT,2000.0,0.0,1398.0,0.0,602.0,0.0,586.122,6.942,2000.0,40080.0
Random,Random,204.016,25.207,139.245,17.861,64.771,11.395,41.614,9.398,2000.0,40080.0
Random,Custom,200.427,20.578,119.154,15.127,81.273,9.547,50.537,8.027,2000.0,40080.0
Random,Custom V2,200.674,24.211,126.798,16.459,73.876,11.31,51.537,9.704,2000.0,40080.0
