Seed Function,Graph Modification,Avg Activated Nodes,Activated Nodes Std Dev,"Avg Activated Nodes, Color (0)","Activated Nodes Std Dev, Color (0)","Avg Activated Nodes, Color (1)","Activated Nodes Std Dev, Color (1)",Avg Color Activation Count,Color Activation Count Std Dev,Number of Nodes,Number of Edges
Centrality,Original Graph,967.546,149.242,675.337,104.137,292.209,46.453,189.069,67.136,10000.0,99990.0
Centrality,PrefAtt,9110.0,0.0,6370.0,0.0,2740.0,0.0,18753.205,5762.145,10000.0,101490.0
Centrality,Jaccard,9110.0,0.0,6370.0,0.0,2740.0,0.0,14567.275,2844.212,10000.0,101490.0
Centrality,Degree,9110.0,0.0,6370.0,0.0,2740.0,0.0,6781.539,174.222,10000.0,101490.0
Centrality,TopK,9110.0,0.0,6370.0,0.0,2740.0,0.0,21344.383,6417.371,10000.0,101490.0
Centrality,KKT,9110.0,0.0,6370.0,0.0,2740.0,0.0,18967.146,5678.397,10000.0,101490.0
Centrality,Random,1463.763,175.029,1029.169,122.022,434.594,54.565,513.757,105.115,10000.0,101490.0
Centrality,Custom,2010.019,164.219,1091.478,115.217,918.541,50.978,1513.114,187.655,10000.0,101490.0
Centrality,Custom V2,9229.0,0.0,6412.0,0.0,2817.0,0.0,12795.221,135.55,10000.0,101490.0
Centrality Mixed,Original Graph,1410.959,134.838,985.928,94.388,425.031,42.878,352.588,72.145,10000.0,99990.0
Centrality Mixed,PrefAtt,9110.0,0.0,6370.0,0.0,2740.0,0.0,16471.085,3786.378,10000.0,101490.0
Centrality Mixed,Jaccard,9110.0,0.0,6370.0,0.0,2740.0,0.0,11330.713,82.293,10000.0,101490.0
Centrality Mixed,Degree,9110.0,0.0,6370.0,0.0,2740.0,0.0,17945.874,4410.351,10000.0,101490.0
Centrality Mixed,TopK,9110.0,0.0,6370.0,0.0,2740.0,0.0,12209.907,211.785,10000.0,101490.0
Centrality Mixed,KKT,2351.944,126.703,1642.66,88.658,709.284,40.537,1135.645,245.343,10000.0,101490.0
Centrality Mixed,Random,1874.657,160.475,1312.362,112.811,562.295,50.068,692.406,109.742,10000.0,101490.0
Centrality Mixed,Custom,9259.0,0.0,6370.0,0.0,2889.0,0.0,18679.692,4365.973,10000.0,101490.0
Centrality Mixed,Custom V2,9226.0,0.0,6413.0,0.0,2813.0,0.0,15183.316,2735.22,10000.0,101490.0
Degree,Original Graph,9110.0,0.0,6370.0,0.0,2740.0,0.0,7008.085,71.402,10000.0,99990.0
Degree,PrefAtt,9110.0,0.0,6370.0,0.0,2740.0,0.0,7065.197,76.405,10000.0,101490.0
Degree,Jaccard,9110.0,0.0,6370.0,0.0,2740.0,0.0,7016.183,72.393,10000.0,101490.0
Degree,Degree,9110.0,0.0,6370.0,0.0,2740.0,0.0,7004.65,67.871,10000.0,101490.0
Degree,TopK,9110.0,0.0,6370.0,0.0,2740.0,0.0,7007.938,67.88,10000.0,101490.0
Degree,KKT,9110.0,0.0,6370.0,0.0,2740.0,0.0,7005.685,70.845,10000.0,101490.0
Degree,Random,9158.0,0.0,6407.0,0.0,2751.0,0.0,7182.907,80.378,10000.0,101490.0
Degree,Custom,9266.0,0.0,6370.0,0.0,2896.0,0.0,7632.316,86.67,10000.0,101490.0
Degree,Custom V2,9423.0,0.0,6604.0,0.0,2819.0,0.0,7991.231,90.756,10000.0,101490.0
MIA,Original Graph,9110.0,0.0,6370.0,0.0,2740.0,0.0,7281.945,3.296,10000.0,99990.0
MIA,PrefAtt,9110.0,0.0,6370.0,0.0,2740.0,0.0,7348.481,39.219,10000.0,101490.0
MIA,Jaccard,9110.0,0.0,6370.0,0.0,2740.0,0.0,7480.696,60.445,10000.0,101490.0
MIA,Degree,9110.0,0.0,6370.0,0.0,2740.0,0.0,7301.241,23.989,10000.0,101490.0
MIA,TopK,9110.0,0.0,6370.0,0.0,2740.0,0.0,7302.599,25.214,10000.0,101490.0
MIA,KKT,9110.0,0.0,6370.0,0.0,2740.0,0.0,7303.26,26.29,10000.0,101490.0
MIA,Random,9153.0,0.0,6405.0,0.0,2748.0,0.0,7438.191,56.24,10000.0,101490.0
MIA,Custom,9156.0,0.0,6370.0,0.0,2786.0,0.0,7516.924,92.986,10000.0,101490.0
MIA,Custom V2,9368.0,0.0,6605.0,0.0,2763.0,0.0,7999.723,101.693,10000.0,101490.0
Polarized,Original Graph,1246.249,232.205,1021.188,159.071,225.061,73.921,384.683,224.577,10000.0,99990.0
Polarized,PrefAtt,9163.0,0.0,6423.0,0.0,2740.0,0.0,12143.388,195.927,10000.0,101490.0
Polarized,Jaccard,1492.748,245.056,1191.347,166.915,301.401,78.996,548.228,200.781,10000.0,101490.0
Polarized,Degree,9163.0,0.0,6423.0,0.0,2740.0,0.0,12624.623,252.184,10000.0,101490.0
Polarized,TopK,9163.0,0.0,6423.0,0.0,2740.0,0.0,12566.296,258.9,10000.0,101490.0
Polarized,KKT,9163.0,0.0,6423.0,0.0,2740.0,0.0,15142.765,2767.372,10000.0,101490.0
Polarized,Random,1767.939,254.31,1384.822,174.554,383.117,80.614,726.823,221.83,10000.0,101490.0
Polarized,Custom,1984.209,248.257,1341.476,155.397,642.733,100.079,1358.856,313.261,10000.0,101490.0
Polarized,Custom V2,1542.49,232.162,1115.176,148.742,427.314,87.363,936.709,297.13,10000.0,101490.0
Polarized Centrality,Original Graph,1021.164,156.118,804.129,95.736,217.035,62.171,264.375,94.534,10000.0,99990.0
Polarized Centrality,PrefAtt,9110.0,0.0,6370.0,0.0,2740.0,0.0,20064.163,5304.786,10000.0,101490.0
Polarized Centrality,Jaccard,9110.0,0.0,6370.0,0.0,2740.0,0.0,15854.906,4883.534,10000.0,101490.0
