Seed Function,Graph Modification,Avg Activated Nodes,Activated Nodes Std Dev,"Avg Activated Nodes, Color (0)","Activated Nodes Std Dev, Color (0)","Avg Activated Nodes, Color (1)","Activated Nodes Std Dev, Color (1)",Avg Color Activation Count,Color Activation Count Std Dev,Number of Nodes,Number of Edges
Centrality Mixed,Custom,9357.0,0.0,6563.0,0.0,2794.0,0.0,5699.064,67.966,10000.0,100740.0
Centrality Mixed,Custom V2,9260.0,0.0,6438.0,0.0,2822.0,0.0,8904.878,2264.375,10000.0,100740.0
Degree,Original Graph,9119.0,0.0,6325.0,0.0,2794.0,0.0,4636.318,37.969,10000.0,99990.0
Degree,PrefAtt,9119.0,0.0,6325.0,0.0,2794.0,0.0,4672.766,40.81,10000.0,100740.0
Degree,Jaccard,9119.0,0.0,6325.0,0.0,2794.0,0.0,4639.693,39.248,10000.0,100740.0
Degree,Degree,9119.0,0.0,6325.0,0.0,2794.0,0.0,4636.453,37.434,10000.0,100740.0
Degree,TopK,9119.0,0.0,6325.0,0.0,2794.0,0.0,4693.459,38.401,10000.0,100740.0
Degree,KKT,9119.0,0.0,6325.0,0.0,2794.0,0.0,4637.94,38.677,10000.0,100740.0
Degree,Random,9137.0,0.0,6340.0,0.0,2797.0,0.0,4738.747,40.091,10000.0,100740.0
Degree,Custom,9360.0,0.0,6325.0,0.0,3035.0,0.0,4848.132,39.055,10000.0,100740.0
Degree,Custom V2,9356.0,0.0,6440.0,0.0,2916.0,0.0,5201.709,40.364,10000.0,100740.0
MIA,Original Graph,9119.0,0.0,6325.0,0.0,2794.0,0.0,2998.577,5.172,10000.0,99990.0
MIA,PrefAtt,9119.0,0.0,6325.0,0.0,2794.0,0.0,3050.363,8.368,10000.0,100740.0
MIA,Jaccard,9119.0,0.0,6325.0,0.0,2794.0,0.0,3147.254,10.988,10000.0,100740.0
MIA,Degree,9119.0,0.0,6325.0,0.0,2794.0,0.0,3016.628,6.476,10000.0,100740.0
MIA,TopK,9119.0,0.0,6325.0,0.0,2794.0,0.0,3082.15,9.776,10000.0,100740.0
MIA,KKT,9119.0,0.0,6325.0,0.0,2794.0,0.0,3017.576,6.445,10000.0,100740.0
MIA,Random,9135.0,0.0,6335.0,0.0,2800.0,0.0,3112.224,9.984,10000.0,100740.0
MIA,Custom,9149.0,0.0,6355.0,0.0,2794.0,0.0,3175.987,10.964,10000.0,100740.0
MIA,Custom V2,9253.0,0.0,6338.0,0.0,2915.0,0.0,3372.35,10.271,10000.0,100740.0
Polarized,Original Graph,1094.647,204.494,565.895,94.611,528.752,112.526,841.652,168.419,10000.0,99990.0
Polarized,PrefAtt,9151.0,0.0,6357.0,0.0,2794.0,0.0,8345.438,1718.825,10000.0,100740.0
Polarized,Jaccard,1253.035,198.255,697.924,91.41,555.111,109.624,888.4,162.863,10000.0,100740.0
Polarized,Degree,9151.0,0.0,6357.0,0.0,2794.0,0.0,7676.815,1296.267,10000.0,100740.0
Polarized,TopK,2392.498,437.292,1182.871,241.468,1209.627,202.174,2211.209,483.762,10000.0,100740.0
Polarized,KKT,9151.0,0.0,6357.0,0.0,2794.0,0.0,8708.811,1753.487,10000.0,100740.0
Polarized,Random,1455.242,189.377,764.621,90.492,690.621,102.232,1127.157,158.398,10000.0,100740.0
Polarized,Custom,1549.897,193.442,746.23,92.743,803.667,104.093,1429.554,170.829,10000.0,100740.0
Polarized,Custom V2,1430.42,189.166,696.839,90.035,733.581,102.273,1320.798,166.106,10000.0,100740.0
Polarized Centrality,Original Graph,933.209,170.709,472.057,74.388,461.152,99.023,690.485,141.053,10000.0,99990.0
Polarized Centrality,PrefAtt,9119.0,0.0,6325.0,0.0,2794.0,0.0,7887.833,1307.942,10000.0,100740.0
Polarized Centrality,Jaccard,1640.411,461.665,830.845,199.985,809.566,263.479,1195.973,385.747,10000.0,100740.0
Polarized Centrality,Degree,9119.0,0.0,6325.0,0.0,2794.0,0.0,9144.092,1964.103,10000.0,100740.0
Polarized Centrality,TopK,9119.0,0.0,6325.0,0.0,2794.0,0.0,7651.545,1308.622,10000.0,100740.0
Polarized Centrality,KKT,9119.0,0.0,6325.0,0.0,2794.0,0.0,8629.405,1775.721,10000.0,100740.0
Polarized Centrality,Random,1345.808,211.989,668.816,92.41,676.992,122.529,1046.985,188.757,10000.0,100740.0
Polarized Centrality,Custom,1440.455,155.796,666.489,70.563,773.966,88.907,1395.943,136.365,10000.0,100740.0
Polarized Centrality,Custom V2,1336.4,173.739,620.725,78.05,715.675,98.878,1292.34,150.477,10000.0,100740.0
Polarized Centrality Mixed,Original Graph,1371.813,137.656,638.028,66.137,733.785,75.262,1148.3,111.959,10000.0,99990.0
Polarized Centrality Mixed,PrefAtt,9119.0,0.0,6325.0,0.0,2794.0,0.0,8948.65,2084.86,10000.0,100740.0
Polarized Centrality Mixed,Jaccard,1586.815,165.323,793.474,80.449,793.341,89.131,1245.053,135.151,10000.0,100740.0
Polarized Centrality Mixed,Degree,9119.0,0.0,6325.0,0.0,2794.0,0.0,6298.315,299.453,10000.0,100740.0
Polarized Centrality Mixed,TopK,9119.0,0.0,6325.0,0.0,2794.0,0.0,7914.96,1598.234,10000.0,100740.0
Polarized Centrality Mixed,KKT,9119.0,0.0,6325.0,0.0,2794.0,0.0,7322.978,1173.716,10000.0,100740.0
Polarized Centrality Mixed,Random,1591.982,132.445,767.943,66.33,824.039,70.067,1311.318,108.463,10000.0,100740.0
Polarized Centrality Mixed,Custom,1804.943,145.43,802.057,70.761,1002.886,78.305,1803.292,121.401,10000.0,100740.0
Polarized Centrality Mixed,Custom V2,1712.054,136.309,774.056,66.701,937.998,73.655,1732.718,118.366,10000.0,100740.0
Polarized Degree,Original Graph,9119.0,0.0,6325.0,0.0,2794.0,0.0,6114.673,51.551,10000.0,99990.0
Polarized Degree,PrefAtt,9119.0,0.0,6325.0,0.0,2794.0,0.0,6132.703,50.16,10000.0,100740.0
Polarized Degree,Jaccard,9119.0,0.0,6325.0,0.0,2794.0,0.0,6112.924,49.549,10000.0,100740.0
Polarized Degree,Degree,9119.0,0.0,6325.0,0.0,2794.0,0.0,6119.056,50.153,10000.0,100740.0
Polarized Degree,TopK,9119.0,0.0,6325.0,0.0,2794.0,0.0,6115.65,48.831,10000.0,100740.0
Polarized Degree,KKT,9119.0,0.0,6325.0,0.0,2794.0,0.0,6118.88,51.019,10000.0,100740.0
Polarized Degree,Random,9145.0,0.0,6343.0,0.0,2802.0,0.0,6172.285,52.322,10000.0,100740.0
Polarized Degree,Custom,9358.0,0.0,6325.0,0.0,3033.0,0.0,6673.467,52.105,10000.0,100740.0
Polarized Degree,Custom V2,9242.0,0.0,6325.0,0.0,2917.0,0.0,6499.072,51.824,10000.0,100740.0
Random,Original Graph,869.119,204.266,418.438,89.365,450.681,116.583,600.457,163.531,10000.0,99990.0
Random,PrefAtt,9140.0,0.0,6341.0,0.0,2799.0,0.0,9885.332,2545.528,10000.0,100740.0
Random,Jaccard,1139.84,235.53,610.142,110.228,529.698,128.479,802.712,193.391,10000.0,100740.0
Random,Degree,9140.0,0.0,6341.0,0.0,2799.0,0.0,8647.189,1762.38,10000.0,100740.0
Random,TopK,9140.0,0.0,6341.0,0.0,2799.0,0.0,4303.281,376.067,10000.0,100740.0
Random,KKT,1906.328,291.11,860.026,147.898,1046.302,146.427,1837.716,413.667,10000.0,100740.0
Random,Random,1154.898,172.902,579.672,77.619,575.226,97.682,844.985,140.919,10000.0,100740.0
Random,Custom,1302.479,180.82,584.876,83.258,717.603,100.39,1098.715,153.414,10000.0,100740.0
Random,Custom V2,1248.679,176.924,600.544,79.129,648.135,100.481,1065.11,147.654,10000.0,100740.0
