Seed Function,Graph Modification,Avg Activated Nodes,Activated Nodes Std Dev,"Avg Activated Nodes, Color (0)","Activated Nodes Std Dev, Color (0)","Avg Activated Nodes, Color (1)","Activated Nodes Std Dev, Color (1)",Avg Color Activation Count,Color Activation Count Std Dev,Number of Nodes,Number of Edges
Polarized Centrality Mixed,Degree,8504.0,0.0,5941.0,0.0,2563.0,0.0,6598.255,396.403,10000.0,101490.0
Polarized Centrality Mixed,TopK,8504.0,0.0,5941.0,0.0,2563.0,0.0,19221.631,5057.532,10000.0,101490.0
Polarized Centrality Mixed,KKT,8504.0,0.0,5941.0,0.0,2563.0,0.0,14442.614,2670.047,10000.0,101490.0
Polarized Centrality Mixed,Random,1920.123,203.402,1093.77,112.541,826.353,100.642,1536.414,411.006,10000.0,101490.0
Polarized Centrality Mixed,Custom,8809.0,0.0,5941.0,0.0,2868.0,0.0,17491.208,3652.941,10000.0,101490.0
Polarized Centrality Mixed,Custom V2,1977.469,186.397,976.915,104.241,1000.554,94.886,2265.68,503.674,10000.0,101490.0
Polarized Degree,Original Graph,1983.964,175.053,990.886,112.459,993.078,84.243,2516.34,605.156,10000.0,99990.0
Polarized Degree,PrefAtt,8504.0,0.0,5941.0,0.0,2563.0,0.0,12751.661,562.379,10000.0,101490.0
Polarized Degree,Jaccard,8504.0,0.0,5941.0,0.0,2563.0,0.0,15268.726,2630.193,10000.0,101490.0
Polarized Degree,Degree,8504.0,0.0,5941.0,0.0,2563.0,0.0,17140.984,3579.831,10000.0,101490.0
Polarized Degree,TopK,8504.0,0.0,5941.0,0.0,2563.0,0.0,15340.626,2663.801,10000.0,101490.0
Polarized Degree,KKT,1998.967,183.665,1002.723,121.085,996.244,83.933,2571.349,650.104,10000.0,101490.0
Polarized Degree,Random,2247.97,195.266,1188.291,126.698,1059.679,85.238,2698.492,652.598,10000.0,101490.0
Polarized Degree,Custom,8814.0,0.0,5941.0,0.0,2873.0,0.0,14090.406,611.232,10000.0,101490.0
Polarized Degree,Custom V2,2308.318,165.263,1059.467,107.791,1248.851,81.128,3412.402,636.702,10000.0,101490.0
Random,Original Graph,1255.837,263.067,666.823,130.486,589.014,135.423,827.32,425.533,10000.0,99990.0
Random,PrefAtt,8567.0,0.0,5986.0,0.0,2581.0,0.0,16383.426,4926.283,10000.0,101490.0
Random,Jaccard,8567.0,0.0,5986.0,0.0,2581.0,0.0,20600.771,5966.258,10000.0,101490.0
Random,Degree,8567.0,0.0,5986.0,0.0,2581.0,0.0,11850.08,352.851,10000.0,101490.0
Random,TopK,8567.0,0.0,5986.0,0.0,2581.0,0.0,15916.617,4845.514,10000.0,101490.0
Random,KKT,8567.0,0.0,5986.0,0.0,2581.0,0.0,6351.893,336.835,10000.0,101490.0
Random,Random,1590.558,297.836,880.124,156.854,710.434,143.749,1176.135,443.972,10000.0,101490.0
Random,Custom,1631.234,305.765,774.164,148.601,857.07,163.268,1353.216,518.735,10000.0,101490.0
Random,Custom V2,1709.139,279.419,945.8,140.53,763.339,142.084,1694.373,535.135,10000.0,101490.0
