Seed Function,Graph Modification,Avg Activated Nodes,Activated Nodes Std Dev,"Avg Activated Nodes, Color (0)","Activated Nodes Std Dev, Color (0)","Avg Activated Nodes, Color (1)","Activated Nodes Std Dev, Color (1)",Avg Color Activation Count,Color Activation Count Std Dev,Number of Nodes,Number of Edges
Centrality,Original Graph,626.441,38.383,578.915,28.326,47.526,15.577,10.168,9.412,10000.0,199980.0
Centrality,PrefAtt,9680.0,0.0,6718.0,0.0,2962.0,0.0,3790.043,437.74,10000.0,201480.0
Centrality,Jaccard,9680.0,0.0,6718.0,0.0,2962.0,0.0,9706.306,2475.477,10000.0,201480.0
Centrality,Degree,9680.0,0.0,6718.0,0.0,2962.0,0.0,6612.405,327.575,10000.0,201480.0
Centrality,TopK,9680.0,0.0,6718.0,0.0,2962.0,0.0,7937.529,1476.415,10000.0,201480.0
Centrality,KKT,9680.0,0.0,6718.0,0.0,2962.0,0.0,6631.083,316.873,10000.0,201480.0
Centrality,Random,872.322,44.94,747.574,35.029,124.748,17.217,96.639,13.436,10000.0,201480.0
Centrality,Custom,1409.93,164.255,768.796,85.702,641.134,84.015,540.36,67.037,10000.0,201480.0
Centrality,Custom V2,1138.989,77.994,780.657,45.654,358.332,39.612,389.238,31.787,10000.0,201480.0
Centrality Mixed,Original Graph,925.574,91.066,772.855,43.398,152.719,52.803,87.449,33.316,10000.0,199980.0
Centrality Mixed,PrefAtt,9680.0,0.0,6718.0,0.0,2962.0,0.0,9465.919,2323.198,10000.0,201480.0
Centrality Mixed,Jaccard,9680.0,0.0,6718.0,0.0,2962.0,0.0,9226.023,2059.669,10000.0,201480.0
Centrality Mixed,Degree,9680.0,0.0,6718.0,0.0,2962.0,0.0,7947.294,1470.112,10000.0,201480.0
Centrality Mixed,TopK,9680.0,0.0,6718.0,0.0,2962.0,0.0,8569.986,1951.115,10000.0,201480.0
Centrality Mixed,KKT,9680.0,0.0,6718.0,0.0,2962.0,0.0,8109.307,1479.546,10000.0,201480.0
Centrality Mixed,Random,9691.0,0.0,6726.0,0.0,2965.0,0.0,7120.156,1396.217,10000.0,201480.0
Centrality Mixed,Custom,1682.849,134.597,925.931,63.75,756.918,75.691,665.133,60.247,10000.0,201480.0
Centrality Mixed,Custom V2,1466.354,81.717,979.92,41.641,486.434,46.929,535.421,34.918,10000.0,201480.0
Degree,Original Graph,9680.0,0.0,6718.0,0.0,2962.0,0.0,3993.568,30.676,10000.0,199980.0
Degree,PrefAtt,9680.0,0.0,6718.0,0.0,2962.0,0.0,4032.01,30.363,10000.0,201480.0
Degree,Jaccard,9680.0,0.0,6718.0,0.0,2962.0,0.0,3997.739,29.76,10000.0,201480.0
Degree,Degree,9680.0,0.0,6718.0,0.0,2962.0,0.0,3993.362,31.134,10000.0,201480.0
Degree,TopK,9680.0,0.0,6718.0,0.0,2962.0,0.0,4023.446,31.63,10000.0,201480.0
Degree,KKT,9680.0,0.0,6718.0,0.0,2962.0,0.0,3992.933,29.879,10000.0,201480.0
Degree,Random,9694.0,0.0,6730.0,0.0,2964.0,0.0,4094.392,31.591,10000.0,201480.0
Degree,Custom,9764.0,0.0,6718.0,0.0,3046.0,0.0,4385.311,34.213,10000.0,201480.0
Degree,Custom V2,9786.0,0.0,6740.0,0.0,3046.0,0.0,4523.034,32.452,10000.0,201480.0
MIA,Original Graph,9680.0,0.0,6718.0,0.0,2962.0,0.0,3019.578,12.282,10000.0,199980.0
MIA,PrefAtt,9680.0,0.0,6718.0,0.0,2962.0,0.0,3058.307,13.337,10000.0,201480.0
MIA,Jaccard,9680.0,0.0,6718.0,0.0,2962.0,0.0,3159.949,14.602,10000.0,201480.0
MIA,Degree,9680.0,0.0,6718.0,0.0,2962.0,0.0,3038.181,13.135,10000.0,201480.0
MIA,TopK,9680.0,0.0,6718.0,0.0,2962.0,0.0,3067.911,13.5,10000.0,201480.0
MIA,KKT,9680.0,0.0,6718.0,0.0,2962.0,0.0,3038.544,13.063,10000.0,201480.0
MIA,Random,9698.0,0.0,6731.0,0.0,2967.0,0.0,3124.223,14.902,10000.0,201480.0
MIA,Custom,9769.0,0.0,6718.0,0.0,3051.0,0.0,3202.281,15.365,10000.0,201480.0
MIA,Custom V2,9778.0,0.0,6727.0,0.0,3051.0,0.0,3381.524,16.789,10000.0,201480.0
Polarized,Original Graph,868.781,80.744,844.402,55.116,24.379,31.982,20.704,24.759,10000.0,199980.0
Polarized,PrefAtt,2588.001,556.367,1724.013,299.576,863.988,260.978,826.573,328.288,10000.0,201480.0
Polarized,Jaccard,1107.695,96.235,1056.75,67.245,50.945,37.832,61.369,28.934,10000.0,201480.0
Polarized,Degree,9693.0,0.0,6731.0,0.0,2962.0,0.0,4071.74,450.634,10000.0,201480.0
Polarized,TopK,9693.0,0.0,6731.0,0.0,2962.0,0.0,9495.489,2053.234,10000.0,201480.0
Polarized,KKT,9693.0,0.0,6731.0,0.0,2962.0,0.0,6990.904,427.241,10000.0,201480.0
Polarized,Random,1292.128,82.394,1111.407,65.067,180.721,27.623,157.529,22.809,10000.0,201480.0
Polarized,Custom,1523.496,90.805,1029.121,58.927,494.375,40.63,477.364,42.211,10000.0,201480.0
Polarized,Custom V2,1431.36,107.505,1016.223,66.796,415.137,48.593,429.397,50.215,10000.0,201480.0
Polarized Centrality,Original Graph,619.415,51.799,606.582,31.319,12.833,24.224,10.528,18.751,10000.0,199980.0
Polarized Centrality,PrefAtt,9680.0,0.0,6718.0,0.0,2962.0,0.0,3740.884,402.569,10000.0,201480.0
Polarized Centrality,Jaccard,9680.0,0.0,6718.0,0.0,2962.0,0.0,10000.689,2415.026,10000.0,201480.0
Polarized Centrality,Degree,9680.0,0.0,6718.0,0.0,2962.0,0.0,8609.135,1563.091,10000.0,201480.0
Polarized Centrality,TopK,9680.0,0.0,6718.0,0.0,2962.0,0.0,9230.99,2062.003,10000.0,201480.0
Polarized Centrality,KKT,9680.0,0.0,6718.0,0.0,2962.0,0.0,6930.86,462.341,10000.0,201480.0
Polarized Centrality,Random,1009.306,99.673,808.208,50.124,201.098,56.681,143.382,33.08,10000.0,201480.0
Polarized Centrality,Custom,1455.862,168.52,801.357,86.901,654.505,86.657,578.679,68.001,10000.0,201480.0
Polarized Centrality,Custom V2,1207.121,100.887,735.866,56.068,471.255,51.005,419.57,43.513,10000.0,201480.0
Polarized Centrality Mixed,Original Graph,793.829,63.862,752.636,32.13,41.193,37.397,32.376,21.136,10000.0,199980.0
Polarized Centrality Mixed,PrefAtt,3084.697,664.921,1850.196,351.939,1234.501,315.674,1211.938,514.136,10000.0,201480.0
Polarized Centrality Mixed,Jaccard,9680.0,0.0,6718.0,0.0,2962.0,0.0,11441.366,3200.669,10000.0,201480.0
Polarized Centrality Mixed,Degree,2821.874,561.353,1685.224,303.15,1136.65,260.925,975.381,378.456,10000.0,201480.0
